name,simulationIndex,dataset,optimizer,learning rate,momentum,l2,batchSize,iteratorDistribution,maxTestSamples,gar,communicationPattern,behavior,numEpochs,slowdown,joiningLate,iterationsBeforeEvaluation,iterationsBeforeSending,local model poisoning attack,#attackers
Figure MinBound - average,0,MNIST,Adam,1e-3,<none>,5e-3,5,[10-10-10-10-10-10-10-10-10-10],10,Simple average,All,Benign,100,-,0,10,1,<none>,0
Figure 0.4 - average,0,MNIST,Adam,1e-3,<none>,5e-3,5,[50-50-50-50-0-0-0-0-0-0],10,Simple average,All,Benign,100,-,0,10,1,<none>,0
Figure 0.4 - average,1,MNIST,Adam,1e-3,<none>,5e-3,5,[0-50-50-50-50-0-0-0-0-0],10,Simple average,All,Benign,100,-,0,10,1,<none>,0
Figure 0.4 - average,2,MNIST,Adam,1e-3,<none>,5e-3,5,[0-0-50-50-50-50-0-0-0-0],10,Simple average,All,Benign,100,-,0,10,1,<none>,0
Figure 0.4 - average,3,MNIST,Adam,1e-3,<none>,5e-3,5,[0-0-0-50-50-50-50-0-0-0],10,Simple average,All,Benign,100,-,0,10,1,<none>,0
Figure 0.4 - average,4,MNIST,Adam,1e-3,<none>,5e-3,5,[0-0-0-0-50-50-50-50-0-0],10,Simple average,All,Benign,100,-,0,10,1,<none>,0
Figure 0.4 - average,5,MNIST,Adam,1e-3,<none>,5e-3,5,[0-0-0-0-0-50-50-50-50-0],10,Simple average,All,Benign,100,-,0,10,1,<none>,0
Figure 0.4 - average,6,MNIST,Adam,1e-3,<none>,5e-3,5,[0-0-0-0-0-0-50-50-50-50],10,Simple average,All,Benign,100,-,0,10,1,<none>,0
Figure 0.4 - average,7,MNIST,Adam,1e-3,<none>,5e-3,5,[50-0-0-0-0-0-0-50-50-50],10,Simple average,All,Benign,100,-,0,10,1,<none>,0
Figure 0.4 - average,8,MNIST,Adam,1e-3,<none>,5e-3,5,[50-50-0-0-0-0-0-0-50-50],10,Simple average,All,Benign,100,-,0,10,1,<none>,0
Figure 0.4 - bristle,0,MNIST,Adam,1e-3,<none>,5e-3,5,[50-50-50-50-0-0-0-0-0-0],10,Bristle,All,Benign,100,-,0,10,1,<none>,0
Figure 0.4 - bristle,1,MNIST,Adam,1e-3,<none>,5e-3,5,[0-50-50-50-50-0-0-0-0-0],10,Bristle,All,Benign,100,-,0,10,1,<none>,0
Figure 0.4 - bristle,2,MNIST,Adam,1e-3,<none>,5e-3,5,[0-0-50-50-50-50-0-0-0-0],10,Bristle,All,Benign,100,-,0,10,1,<none>,0
Figure 0.4 - bristle,3,MNIST,Adam,1e-3,<none>,5e-3,5,[0-0-0-50-50-50-50-0-0-0],10,Bristle,All,Benign,100,-,0,10,1,<none>,0
Figure 0.4 - bristle,4,MNIST,Adam,1e-3,<none>,5e-3,5,[0-0-0-0-50-50-50-50-0-0],10,Bristle,All,Benign,100,-,0,10,1,<none>,0
Figure 0.4 - bristle,5,MNIST,Adam,1e-3,<none>,5e-3,5,[0-0-0-0-0-50-50-50-50-0],10,Bristle,All,Benign,100,-,0,10,1,<none>,0
Figure 0.4 - bristle,6,MNIST,Adam,1e-3,<none>,5e-3,5,[0-0-0-0-0-0-50-50-50-50],10,Bristle,All,Benign,100,-,0,10,1,<none>,0
Figure 0.4 - bristle,7,MNIST,Adam,1e-3,<none>,5e-3,5,[50-0-0-0-0-0-0-50-50-50],10,Bristle,All,Benign,100,-,0,10,1,<none>,0
Figure 0.4 - bristle,8,MNIST,Adam,1e-3,<none>,5e-3,5,[50-50-0-0-0-0-0-0-50-50],10,Bristle,All,Benign,100,-,0,10,1,<none>,0
Figure 1.1 - average,0,MNIST,Adam,1e-3,<none>,5e-3,5,[10-10-10-10-10-10-10-10-10-10],10,Simple average,All,Benign,100,-,0,10,1,<none>,0
Figure 1.1 - average,1,MNIST,Adam,1e-3,<none>,5e-3,5,[10-10-10-10-10-10-10-10-10-10],10,Simple average,All,Benign,100,-,0,10,1,<none>,0
Figure 1.1 - average,2,MNIST,Adam,1e-3,<none>,5e-3,5,[10-10-10-10-10-10-10-10-10-10],10,Simple average,All,Benign,100,-,0,10,1,<none>,0
Figure 1.1 - average,3,MNIST,Adam,1e-3,<none>,5e-3,5,[10-10-10-10-10-10-10-10-10-10],10,Simple average,All,Benign,100,-,0,10,1,<none>,0
Figure 1.1 - average,4,MNIST,Adam,1e-3,<none>,5e-3,5,[10-10-10-10-10-10-10-10-10-10],10,Simple average,All,Benign,100,-,0,10,1,<none>,0
Figure 1.1 - average,5,MNIST,Adam,1e-3,<none>,5e-3,5,[10-10-10-10-10-10-10-10-10-10],10,Simple average,All,Benign,100,-,0,10,1,<none>,0
Figure 1.1 - average,6,MNIST,Adam,1e-3,<none>,5e-3,5,[10-10-10-10-10-10-10-10-10-10],10,Simple average,All,Benign,100,-,0,10,1,<none>,0
Figure 1.1 - average,7,MNIST,Adam,1e-3,<none>,5e-3,5,[10-10-10-10-10-10-10-10-10-10],10,Simple average,All,Benign,100,-,0,10,1,<none>,0
Figure 1.1 - average,8,MNIST,Adam,1e-3,<none>,5e-3,5,[10-10-10-10-10-10-10-10-10-10],10,Simple average,All,Benign,100,-,0,10,1,<none>,0
Figure 1.1 - average,9,MNIST,Adam,1e-3,<none>,5e-3,5,[10-10-10-10-10-10-10-10-10-10],10,Simple average,All,Benign,100,-,0,10,1,<none>,0
Figure 1.1 - average,10,MNIST,Adam,1e-3,<none>,5e-3,5,[10-10-10-10-10-10-10-10-10-10],10,Simple average,All,Benign,100,-,0,10,1,<none>,0
Figure 1.1 - average,11,MNIST,Adam,1e-3,<none>,5e-3,5,[10-10-10-10-10-10-10-10-10-10],10,Simple average,All,Benign,100,-,0,10,1,<none>,0
Figure 1.1 - average,12,MNIST,Adam,1e-3,<none>,5e-3,5,[10-10-10-10-10-10-10-10-10-10],10,Simple average,All,Benign,100,-,0,10,1,<none>,0
Figure 1.1 - average,13,MNIST,Adam,1e-3,<none>,5e-3,5,[10-10-10-10-10-10-10-10-10-10],10,Simple average,All,Benign,100,-,0,10,1,<none>,0
Figure 1.1 - average,14,MNIST,Adam,1e-3,<none>,5e-3,5,[10-10-10-10-10-10-10-10-10-10],10,Simple average,All,Benign,100,-,0,10,1,<none>,0
Figure 1.1 - average,15,MNIST,Adam,1e-3,<none>,5e-3,5,[10-10-10-10-10-10-10-10-10-10],10,Simple average,All,Benign,100,-,0,10,1,<none>,0
Figure 1.1 - average,16,MNIST,Adam,1e-3,<none>,5e-3,5,[10-10-10-10-10-10-10-10-10-10],10,Simple average,All,Benign,100,-,0,10,1,<none>,0
Figure 1.1 - average,17,MNIST,Adam,1e-3,<none>,5e-3,5,[10-10-10-10-10-10-10-10-10-10],10,Simple average,All,Benign,100,-,0,10,1,<none>,0
Figure 1.1 - average,18,MNIST,Adam,1e-3,<none>,5e-3,5,[10-10-10-10-10-10-10-10-10-10],10,Simple average,All,Benign,100,-,0,10,1,<none>,0
Figure 1.1 - average,19,MNIST,Adam,1e-3,<none>,5e-3,5,[10-10-10-10-10-10-10-10-10-10],10,Simple average,All,Benign,100,-,0,10,1,<none>,0
Figure 1.1 - average,20,MNIST,Adam,1e-3,<none>,5e-3,5,[10-10-10-10-10-10-10-10-10-10],10,Simple average,All,Benign,100,-,0,10,1,<none>,0
Figure 1.1 - average,21,MNIST,Adam,1e-3,<none>,5e-3,5,[10-10-10-10-10-10-10-10-10-10],10,Simple average,All,Benign,100,-,0,10,1,<none>,0
