name,simulationIndex,dataset,optimizer,learning rate,momentum,l2,batchSize,iteratorDistribution,maxTestSamples,gar,communicationPattern,behavior,numEpochs,slowdown,joiningLate,iterationsBeforeEvaluation,iterationsBeforeSending,local model poisoning attack,#attackers
Figure 1.1 - average,0,MNIST,Adam,1e-3,<none>,5e-3,5,[10-10-10-10-10-10-10-10-10-10],10,Simple average,All,Benign,100,-,0,10,1,<none>,0
Figure 1.1 - average,1,MNIST,Adam,1e-3,<none>,5e-3,5,[10-10-10-10-10-10-10-10-10-10],10,Simple average,All,Benign,100,-,0,10,1,<none>,0
Figure 1.1 - average,2,MNIST,Adam,1e-3,<none>,5e-3,5,[10-10-10-10-10-10-10-10-10-10],10,Simple average,All,Benign,100,-,0,10,1,<none>,0
Figure 1.1 - average,3,MNIST,Adam,1e-3,<none>,5e-3,5,[10-10-10-10-10-10-10-10-10-10],10,Simple average,All,Benign,100,-,0,10,1,<none>,0
Figure 1.1 - average,4,MNIST,Adam,1e-3,<none>,5e-3,5,[10-10-10-10-10-10-10-10-10-10],10,Simple average,All,Benign,100,-,0,10,1,<none>,0
Figure 1.1 - average,5,MNIST,Adam,1e-3,<none>,5e-3,5,[10-10-10-10-10-10-10-10-10-10],10,Simple average,All,Benign,100,-,0,10,1,<none>,0
Figure 1.1 - average,6,MNIST,Adam,1e-3,<none>,5e-3,5,[10-10-10-10-10-10-10-10-10-10],10,Simple average,All,Benign,100,-,0,10,1,<none>,0
Figure 1.1 - average,7,MNIST,Adam,1e-3,<none>,5e-3,5,[10-10-10-10-10-10-10-10-10-10],10,Simple average,All,Benign,100,-,0,10,1,<none>,0
Figure 1.1 - average,8,MNIST,Adam,1e-3,<none>,5e-3,5,[10-10-10-10-10-10-10-10-10-10],10,Simple average,All,Benign,100,-,0,10,1,<none>,0
Figure 1.1 - bristle,0,MNIST,Adam,1e-3,<none>,5e-3,5,[10-10-10-10-10-10-10-10-10-10],10,Bristle,All,Benign,100,-,0,10,1,<none>,0
Figure 1.1 - bristle,1,MNIST,Adam,1e-3,<none>,5e-3,5,[10-10-10-10-10-10-10-10-10-10],10,Bristle,All,Benign,100,-,0,10,1,<none>,0
Figure 1.1 - bristle,2,MNIST,Adam,1e-3,<none>,5e-3,5,[10-10-10-10-10-10-10-10-10-10],10,Bristle,All,Benign,100,-,0,10,1,<none>,0
Figure 1.1 - bristle,3,MNIST,Adam,1e-3,<none>,5e-3,5,[10-10-10-10-10-10-10-10-10-10],10,Bristle,All,Benign,100,-,0,10,1,<none>,0
Figure 1.1 - bristle,4,MNIST,Adam,1e-3,<none>,5e-3,5,[10-10-10-10-10-10-10-10-10-10],10,Bristle,All,Benign,100,-,0,10,1,<none>,0
Figure 1.1 - bristle,5,MNIST,Adam,1e-3,<none>,5e-3,5,[10-10-10-10-10-10-10-10-10-10],10,Bristle,All,Benign,100,-,0,10,1,<none>,0
Figure 1.1 - bristle,6,MNIST,Adam,1e-3,<none>,5e-3,5,[10-10-10-10-10-10-10-10-10-10],10,Bristle,All,Benign,100,-,0,10,1,<none>,0
Figure 1.1 - bristle,7,MNIST,Adam,1e-3,<none>,5e-3,5,[10-10-10-10-10-10-10-10-10-10],10,Bristle,All,Benign,100,-,0,10,1,<none>,0
Figure 1.1 - bristle,8,MNIST,Adam,1e-3,<none>,5e-3,5,[10-10-10-10-10-10-10-10-10-10],10,Bristle,All,Benign,100,-,0,10,1,<none>,0
