name,simulationIndex,transfer,dataset,optimizer,learning rate,momentum,l2,batchSize,iteratorDistribution,maxTestSamples,gar,communicationPattern,behavior,numEpochs,slowdown,joiningLate,iterationsBeforeEvaluation,iterationsBeforeSending,local model poisoning attack,#attackers
Figure 2.3 - average - transfer,0,true,WISDM,Adam,1e-3,<none>,5e-3,32,[1-1-1-1-1-1],10,Simple average,All,Benign,300,-,0,10,1,<none>,3
Figure 2.3 - average - transfer,1,true,WISDM,Adam,1e-3,<none>,5e-3,32,[1-1-1-1-1-1],10,Simple average,All,Benign,300,-,0,10,1,<none>,3
Figure 2.3 - average - transfer,2,true,WISDM,Adam,1e-3,<none>,5e-3,32,[1-1-1-1-1-1],10,Simple average,All,Benign,300,-,0,10,1,<none>,3
Figure 2.3 - average - transfer,3,true,WISDM,Adam,1e-3,<none>,5e-3,32,[1-1-1-1-1-1],10,Simple average,All,Benign,300,-,0,10,1,<none>,3
Figure 2.3 - average - transfer,4,true,WISDM,Adam,1e-3,<none>,5e-3,32,[1-1-1-1-1-1],10,Simple average,All,Benign,300,-,0,10,1,<none>,3
Figure 2.3 - average - transfer,5,true,WISDM,Adam,1e-3,<none>,5e-3,32,[1-1-1-1-1-1],10,Simple average,All,Benign,300,-,0,10,1,<none>,3
Figure 2.3 - average - transfer,6,true,WISDM,Adam,1e-3,<none>,5e-3,32,[1-1-1-1-1-1],10,Simple average,All,Benign,300,-,0,10,1,<none>,3
Figure 2.3 - average - transfer,7,true,WISDM,Adam,1e-3,<none>,5e-3,32,[1-1-1-1-1-1],10,Simple average,All,Label flip all,300,-,0,10,1,<none>,3
Figure 2.3 - average - transfer,8,true,WISDM,Adam,1e-3,<none>,5e-3,32,[1-1-1-1-1-1],10,Simple average,All,Label flip all,300,-,0,10,1,<none>,3
Figure 2.3 - average - transfer,9,true,WISDM,Adam,1e-3,<none>,5e-3,32,[1-1-1-1-1-1],10,Simple average,All,Label flip all,300,-,0,10,1,<none>,3
Figure 2.3 - average - regular,0,false,WISDM,Adam,1e-3,<none>,5e-3,32,[1-1-1-1-1-1],10,Simple average,All,Benign,300,-,0,10,1,<none>,3
Figure 2.3 - average - regular,1,false,WISDM,Adam,1e-3,<none>,5e-3,32,[1-1-1-1-1-1],10,Simple average,All,Benign,300,-,0,10,1,<none>,3
Figure 2.3 - average - regular,2,false,WISDM,Adam,1e-3,<none>,5e-3,32,[1-1-1-1-1-1],10,Simple average,All,Benign,300,-,0,10,1,<none>,3
Figure 2.3 - average - regular,3,false,WISDM,Adam,1e-3,<none>,5e-3,32,[1-1-1-1-1-1],10,Simple average,All,Benign,300,-,0,10,1,<none>,3
Figure 2.3 - average - regular,4,false,WISDM,Adam,1e-3,<none>,5e-3,32,[1-1-1-1-1-1],10,Simple average,All,Benign,300,-,0,10,1,<none>,3
Figure 2.3 - average - regular,5,false,WISDM,Adam,1e-3,<none>,5e-3,32,[1-1-1-1-1-1],10,Simple average,All,Benign,300,-,0,10,1,<none>,3
Figure 2.3 - average - regular,6,false,WISDM,Adam,1e-3,<none>,5e-3,32,[1-1-1-1-1-1],10,Simple average,All,Benign,300,-,0,10,1,<none>,3
Figure 2.3 - average - regular,7,false,WISDM,Adam,1e-3,<none>,5e-3,32,[1-1-1-1-1-1],10,Simple average,All,Label flip all,300,-,0,10,1,<none>,3
Figure 2.3 - average - regular,8,false,WISDM,Adam,1e-3,<none>,5e-3,32,[1-1-1-1-1-1],10,Simple average,All,Label flip all,300,-,0,10,1,<none>,3
Figure 2.3 - average - regular,9,false,WISDM,Adam,1e-3,<none>,5e-3,32,[1-1-1-1-1-1],10,Simple average,All,Label flip all,300,-,0,10,1,<none>,3
Figure 2.3 - median - transfer,0,true,WISDM,Adam,1e-3,<none>,5e-3,32,[1-1-1-1-1-1],10,Median,All,Benign,300,-,0,10,1,<none>,3
Figure 2.3 - median - transfer,1,true,WISDM,Adam,1e-3,<none>,5e-3,32,[1-1-1-1-1-1],10,Median,All,Benign,300,-,0,10,1,<none>,3
Figure 2.3 - median - transfer,2,true,WISDM,Adam,1e-3,<none>,5e-3,32,[1-1-1-1-1-1],10,Median,All,Benign,300,-,0,10,1,<none>,3
Figure 2.3 - median - transfer,3,true,WISDM,Adam,1e-3,<none>,5e-3,32,[1-1-1-1-1-1],10,Median,All,Benign,300,-,0,10,1,<none>,3
Figure 2.3 - median - transfer,4,true,WISDM,Adam,1e-3,<none>,5e-3,32,[1-1-1-1-1-1],10,Median,All,Benign,300,-,0,10,1,<none>,3
Figure 2.3 - median - transfer,5,true,WISDM,Adam,1e-3,<none>,5e-3,32,[1-1-1-1-1-1],10,Median,All,Benign,300,-,0,10,1,<none>,3
Figure 2.3 - median - transfer,6,true,WISDM,Adam,1e-3,<none>,5e-3,32,[1-1-1-1-1-1],10,Median,All,Benign,300,-,0,10,1,<none>,3
Figure 2.3 - median - transfer,7,true,WISDM,Adam,1e-3,<none>,5e-3,32,[1-1-1-1-1-1],10,Median,All,Label flip all,300,-,0,10,1,<none>,3
Figure 2.3 - median - transfer,8,true,WISDM,Adam,1e-3,<none>,5e-3,32,[1-1-1-1-1-1],10,Median,All,Label flip all,300,-,0,10,1,<none>,3
Figure 2.3 - median - transfer,9,true,WISDM,Adam,1e-3,<none>,5e-3,32,[1-1-1-1-1-1],10,Median,All,Label flip all,300,-,0,10,1,<none>,3
Figure 2.3 - median - regular,0,false,WISDM,Adam,1e-3,<none>,5e-3,32,[1-1-1-1-1-1],10,Median,All,Benign,300,-,0,10,1,<none>,3
Figure 2.3 - median - regular,1,false,WISDM,Adam,1e-3,<none>,5e-3,32,[1-1-1-1-1-1],10,Median,All,Benign,300,-,0,10,1,<none>,3
Figure 2.3 - median - regular,2,false,WISDM,Adam,1e-3,<none>,5e-3,32,[1-1-1-1-1-1],10,Median,All,Benign,300,-,0,10,1,<none>,3
Figure 2.3 - median - regular,3,false,WISDM,Adam,1e-3,<none>,5e-3,32,[1-1-1-1-1-1],10,Median,All,Benign,300,-,0,10,1,<none>,3
Figure 2.3 - median - regular,4,false,WISDM,Adam,1e-3,<none>,5e-3,32,[1-1-1-1-1-1],10,Median,All,Benign,300,-,0,10,1,<none>,3
Figure 2.3 - median - regular,5,false,WISDM,Adam,1e-3,<none>,5e-3,32,[1-1-1-1-1-1],10,Median,All,Benign,300,-,0,10,1,<none>,3
Figure 2.3 - median - regular,6,false,WISDM,Adam,1e-3,<none>,5e-3,32,[1-1-1-1-1-1],10,Median,All,Benign,300,-,0,10,1,<none>,3
Figure 2.3 - median - regular,7,false,WISDM,Adam,1e-3,<none>,5e-3,32,[1-1-1-1-1-1],10,Median,All,Label flip all,300,-,0,10,1,<none>,3
Figure 2.3 - median - regular,8,false,WISDM,Adam,1e-3,<none>,5e-3,32,[1-1-1-1-1-1],10,Median,All,Label flip all,300,-,0,10,1,<none>,3
Figure 2.3 - median - regular,9,false,WISDM,Adam,1e-3,<none>,5e-3,32,[1-1-1-1-1-1],10,Median,All,Label flip all,300,-,0,10,1,<none>,3
Figure 2.3 - krum - transfer,0,true,WISDM,Adam,1e-3,<none>,5e-3,32,[1-1-1-1-1-1],10,Krum (b=1),All,Benign,300,-,0,10,1,<none>,3
Figure 2.3 - krum - transfer,1,true,WISDM,Adam,1e-3,<none>,5e-3,32,[1-1-1-1-1-1],10,Krum (b=1),All,Benign,300,-,0,10,1,<none>,3
