name,simulationIndex,transfer,dataset,optimizer,learning rate,momentum,l2,batchSize,iteratorDistribution,maxTestSamples,gar,communicationPattern,behavior,numEpochs,slowdown,joiningLate,iterationsBeforeEvaluation,iterationsBeforeSending,local model poisoning attack,#attackers
Figure 6.1 - average - transfer,0,true,MNIST,Adam,1e-3,<none>,5e-3,5,[10-10-10-10-10-0-0-0-0-0],10,Simple average,All,Benign,300,-,0,10,1,<none>,7
Figure 6.1 - average - transfer,1,true,MNIST,Adam,1e-3,<none>,5e-3,5,[10-10-10-10-10-0-0-0-0-0],10,Simple average,All,Benign,300,-,0,10,1,<none>,7
Figure 6.1 - average - transfer,2,true,MNIST,Adam,1e-3,<none>,5e-3,5,[0-10-10-10-10-10-0-0-0-0],10,Simple average,All,Benign,300,-,0,10,1,<none>,7
Figure 6.1 - average - transfer,3,true,MNIST,Adam,1e-3,<none>,5e-3,5,[0-10-10-10-10-10-0-0-0-0],10,Simple average,All,Benign,300,-,0,10,1,<none>,7
Figure 6.1 - average - transfer,4,true,MNIST,Adam,1e-3,<none>,5e-3,5,[0-0-10-10-10-10-10-0-0-0],10,Simple average,All,Benign,300,-,0,10,1,<none>,7
Figure 6.1 - average - transfer,5,true,MNIST,Adam,1e-3,<none>,5e-3,5,[0-0-10-10-10-10-10-0-0-0],10,Simple average,All,Benign,300,-,0,10,1,<none>,7
Figure 6.1 - average - transfer,6,true,MNIST,Adam,1e-3,<none>,5e-3,5,[0-0-0-10-10-10-10-10-0-0],10,Simple average,All,Benign,300,-,0,10,1,<none>,7
Figure 6.1 - average - transfer,7,true,MNIST,Adam,1e-3,<none>,5e-3,5,[0-0-0-10-10-10-10-10-0-0],10,Simple average,All,Benign,300,-,0,10,1,<none>,7
Figure 6.1 - average - transfer,8,true,MNIST,Adam,1e-3,<none>,5e-3,5,[0-0-0-0-10-10-10-10-10-0],10,Simple average,All,Benign,300,-,0,10,1,<none>,7
Figure 6.1 - average - transfer,9,true,MNIST,Adam,1e-3,<none>,5e-3,5,[0-0-0-0-10-10-10-10-10-0],10,Simple average,All,Benign,300,-,0,10,1,<none>,7
Figure 6.1 - average - transfer,10,true,MNIST,Adam,1e-3,<none>,5e-3,5,[0-0-0-0-0-10-10-10-10-10],10,Simple average,All,Benign,300,-,0,10,1,<none>,7
Figure 6.1 - average - transfer,11,true,MNIST,Adam,1e-3,<none>,5e-3,5,[0-0-0-0-0-10-10-10-10-10],10,Simple average,All,Benign,300,-,0,10,1,<none>,7
Figure 6.1 - average - transfer,12,true,MNIST,Adam,1e-3,<none>,5e-3,5,[10-0-0-0-0-0-10-10-10-10],10,Simple average,All,Benign,300,-,0,10,1,<none>,7
Figure 6.1 - average - transfer,13,true,MNIST,Adam,1e-3,<none>,5e-3,5,[10-0-0-0-0-0-10-10-10-10],10,Simple average,All,Benign,300,-,0,10,1,<none>,7
Figure 6.1 - average - transfer,14,true,MNIST,Adam,1e-3,<none>,5e-3,5,[10-10-0-0-0-0-0-10-10-10],10,Simple average,All,Benign,300,-,0,10,1,<none>,7
Figure 6.1 - average - transfer,15,true,MNIST,Adam,1e-3,<none>,5e-3,5,[10-10-0-0-0-0-0-10-10-10],10,Simple average,All,Benign,300,-,0,10,1,<none>,7
Figure 6.1 - average - transfer,16,true,MNIST,Adam,1e-3,<none>,5e-3,5,[10-10-10-0-0-0-0-0-10-10],10,Simple average,All,Benign,300,-,0,10,1,<none>,7
Figure 6.1 - average - transfer,17,true,MNIST,Adam,1e-3,<none>,5e-3,5,[10-10-10-0-0-0-0-0-10-10],10,Simple average,All,Benign,300,-,0,10,1,<none>,7
Figure 6.1 - average - transfer,18,true,MNIST,Adam,1e-3,<none>,5e-3,5,[10-10-10-10-0-0-0-0-0-10],10,Simple average,All,Benign,300,-,0,10,1,<none>,7
Figure 6.1 - average - transfer,19,true,MNIST,Adam,1e-3,<none>,5e-3,5,[10-10-10-10-0-0-0-0-0-10],10,Simple average,All,Benign,300,-,0,10,1,<none>,7
Figure 6.1 - average - transfer,20,true,MNIST,Adam,1e-3,<none>,5e-3,5,[10-10-10-10-10-10-10-10-10-10],10,Simple average,All,Label flip all,300,-,0,10,1,<none>,7
Figure 6.1 - average - transfer,21,true,MNIST,Adam,1e-3,<none>,5e-3,5,[10-10-10-10-10-10-10-10-10-10],10,Simple average,All,Label flip all,300,-,0,10,1,<none>,7
Figure 6.1 - average - transfer,22,true,MNIST,Adam,1e-3,<none>,5e-3,5,[10-10-10-10-10-10-10-10-10-10],10,Simple average,All,Label flip all,300,-,0,10,1,<none>,7
Figure 6.1 - average - transfer,23,true,MNIST,Adam,1e-3,<none>,5e-3,5,[10-10-10-10-10-10-10-10-10-10],10,Simple average,All,Label flip all,300,-,0,10,1,<none>,7
Figure 6.1 - average - transfer,24,true,MNIST,Adam,1e-3,<none>,5e-3,5,[10-10-10-10-10-10-10-10-10-10],10,Simple average,All,Label flip all,300,-,0,10,1,<none>,7
Figure 6.1 - average - transfer,25,true,MNIST,Adam,1e-3,<none>,5e-3,5,[10-10-10-10-10-10-10-10-10-10],10,Simple average,All,Label flip all,300,-,0,10,1,<none>,7
Figure 6.1 - average - transfer,26,true,MNIST,Adam,1e-3,<none>,5e-3,5,[10-10-10-10-10-10-10-10-10-10],10,Simple average,All,Label flip all,300,-,0,10,1,<none>,7
Figure 6.1 - average - transfer,27,true,MNIST,Adam,1e-3,<none>,5e-3,5,[10-10-10-10-10-10-10-10-10-10],10,Simple average,All,Label flip all,300,-,0,10,1,<none>,7
Figure 6.1 - average - transfer,28,true,MNIST,Adam,1e-3,<none>,5e-3,5,[10-10-10-10-10-10-10-10-10-10],10,Simple average,All,Label flip all,300,-,0,10,1,<none>,7
Figure 6.1 - average - transfer,29,true,MNIST,Adam,1e-3,<none>,5e-3,5,[10-10-10-10-10-10-10-10-10-10],10,Simple average,All,Label flip all,300,-,0,10,1,<none>,7
Figure 6.1 - average - transfer,30,true,MNIST,Adam,1e-3,<none>,5e-3,5,[10-10-10-10-10-10-10-10-10-10],10,Simple average,All,Label flip all,300,-,0,10,1,<none>,7
Figure 6.1 - average - transfer,31,true,MNIST,Adam,1e-3,<none>,5e-3,5,[10-10-10-10-10-10-10-10-10-10],10,Simple average,All,Label flip all,300,-,0,10,1,<none>,7
Figure 6.1 - average - transfer,32,true,MNIST,Adam,1e-3,<none>,5e-3,5,[10-10-10-10-10-10-10-10-10-10],10,Simple average,All,Label flip all,300,-,0,10,1,<none>,7
Figure 6.1 - average - transfer,33,true,MNIST,Adam,1e-3,<none>,5e-3,5,[10-10-10-10-10-10-10-10-10-10],10,Simple average,All,Label flip all,300,-,0,10,1,<none>,7
Figure 6.1 - median - transfer,0,true,MNIST,Adam,1e-3,<none>,5e-3,5,[10-10-10-10-10-0-0-0-0-0],10,Median,All,Benign,300,-,0,10,1,<none>,7
Figure 6.1 - median - transfer,1,true,MNIST,Adam,1e-3,<none>,5e-3,5,[10-10-10-10-10-0-0-0-0-0],10,Median,All,Benign,300,-,0,10,1,<none>,7
Figure 6.1 - median - transfer,2,true,MNIST,Adam,1e-3,<none>,5e-3,5,[0-10-10-10-10-10-0-0-0-0],10,Median,All,Benign,300,-,0,10,1,<none>,7
Figure 6.1 - median - transfer,3,true,MNIST,Adam,1e-3,<none>,5e-3,5,[0-10-10-10-10-10-0-0-0-0],10,Median,All,Benign,300,-,0,10,1,<none>,7
Figure 6.1 - median - transfer,4,true,MNIST,Adam,1e-3,<none>,5e-3,5,[0-0-10-10-10-10-10-0-0-0],10,Median,All,Benign,300,-,0,10,1,<none>,7
Figure 6.1 - median - transfer,5,true,MNIST,Adam,1e-3,<none>,5e-3,5,[0-0-10-10-10-10-10-0-0-0],10,Median,All,Benign,300,-,0,10,1,<none>,7
Figure 6.1 - median - transfer,6,true,MNIST,Adam,1e-3,<none>,5e-3,5,[0-0-0-10-10-10-10-10-0-0],10,Median,All,Benign,300,-,0,10,1,<none>,7
Figure 6.1 - median - transfer,7,true,MNIST,Adam,1e-3,<none>,5e-3,5,[0-0-0-10-10-10-10-10-0-0],10,Median,All,Benign,300,-,0,10,1,<none>,7
Figure 6.1 - median - transfer,8,true,MNIST,Adam,1e-3,<none>,5e-3,5,[0-0-0-0-10-10-10-10-10-0],10,Median,All,Benign,300,-,0,10,1,<none>,7
Figure 6.1 - median - transfer,9,true,MNIST,Adam,1e-3,<none>,5e-3,5,[0-0-0-0-10-10-10-10-10-0],10,Median,All,Benign,300,-,0,10,1,<none>,7
Figure 6.1 - median - transfer,10,true,MNIST,Adam,1e-3,<none>,5e-3,5,[0-0-0-0-0-10-10-10-10-10],10,Median,All,Benign,300,-,0,10,1,<none>,7
Figure 6.1 - median - transfer,11,true,MNIST,Adam,1e-3,<none>,5e-3,5,[0-0-0-0-0-10-10-10-10-10],10,Median,All,Benign,300,-,0,10,1,<none>,7
Figure 6.1 - median - transfer,12,true,MNIST,Adam,1e-3,<none>,5e-3,5,[10-0-0-0-0-0-10-10-10-10],10,Median,All,Benign,300,-,0,10,1,<none>,7
Figure 6.1 - median - transfer,13,true,MNIST,Adam,1e-3,<none>,5e-3,5,[10-0-0-0-0-0-10-10-10-10],10,Median,All,Benign,300,-,0,10,1,<none>,7
Figure 6.1 - median - transfer,14,true,MNIST,Adam,1e-3,<none>,5e-3,5,[10-10-0-0-0-0-0-10-10-10],10,Median,All,Benign,300,-,0,10,1,<none>,7
Figure 6.1 - median - transfer,15,true,MNIST,Adam,1e-3,<none>,5e-3,5,[10-10-0-0-0-0-0-10-10-10],10,Median,All,Benign,300,-,0,10,1,<none>,7
Figure 6.1 - median - transfer,16,true,MNIST,Adam,1e-3,<none>,5e-3,5,[10-10-10-0-0-0-0-0-10-10],10,Median,All,Benign,300,-,0,10,1,<none>,7
Figure 6.1 - median - transfer,17,true,MNIST,Adam,1e-3,<none>,5e-3,5,[10-10-10-0-0-0-0-0-10-10],10,Median,All,Benign,300,-,0,10,1,<none>,7
Figure 6.1 - median - transfer,18,true,MNIST,Adam,1e-3,<none>,5e-3,5,[10-10-10-10-0-0-0-0-0-10],10,Median,All,Benign,300,-,0,10,1,<none>,7
Figure 6.1 - median - transfer,19,true,MNIST,Adam,1e-3,<none>,5e-3,5,[10-10-10-10-0-0-0-0-0-10],10,Median,All,Benign,300,-,0,10,1,<none>,7
Figure 6.1 - median - transfer,20,true,MNIST,Adam,1e-3,<none>,5e-3,5,[10-10-10-10-10-10-10-10-10-10],10,Median,All,Label flip all,300,-,0,10,1,<none>,7
Figure 6.1 - median - transfer,21,true,MNIST,Adam,1e-3,<none>,5e-3,5,[10-10-10-10-10-10-10-10-10-10],10,Median,All,Label flip all,300,-,0,10,1,<none>,7
Figure 6.1 - median - transfer,22,true,MNIST,Adam,1e-3,<none>,5e-3,5,[10-10-10-10-10-10-10-10-10-10],10,Median,All,Label flip all,300,-,0,10,1,<none>,7
Figure 6.1 - median - transfer,23,true,MNIST,Adam,1e-3,<none>,5e-3,5,[10-10-10-10-10-10-10-10-10-10],10,Median,All,Label flip all,300,-,0,10,1,<none>,7
Figure 6.1 - median - transfer,24,true,MNIST,Adam,1e-3,<none>,5e-3,5,[10-10-10-10-10-10-10-10-10-10],10,Median,All,Label flip all,300,-,0,10,1,<none>,7
