name,simulationIndex,transfer,dataset,optimizer,learning rate,momentum,l2,batchSize,iteratorDistribution,maxTestSamples,gar,communicationPattern,behavior,numEpochs,slowdown,joiningLate,iterationsBeforeEvaluation,iterationsBeforeSending,local model poisoning attack,#attackers
Figure 1.1 - average - transfer,0,true,MNIST,Adam,1e-3,<none>,5e-3,5,[10-10-10-10-0-0-0-0-0-0],10,Simple average,All,Benign,300,-,0,10,1,<none>,0
Figure 1.1 - average - transfer,1,true,MNIST,Adam,1e-3,<none>,5e-3,5,[0-10-10-10-10-0-0-0-0-0],10,Simple average,All,Benign,300,-,0,10,1,<none>,0
Figure 1.1 - average - transfer,2,true,MNIST,Adam,1e-3,<none>,5e-3,5,[0-0-10-10-10-10-0-0-0-0],10,Simple average,All,Benign,300,-,0,10,1,<none>,0
Figure 1.1 - average - transfer,3,true,MNIST,Adam,1e-3,<none>,5e-3,5,[0-0-0-10-10-10-10-0-0-0],10,Simple average,All,Benign,300,-,0,10,1,<none>,0
Figure 1.1 - average - transfer,4,true,MNIST,Adam,1e-3,<none>,5e-3,5,[0-0-0-0-10-10-10-10-0-0],10,Simple average,All,Benign,300,-,0,10,1,<none>,0
Figure 1.1 - average - transfer,5,true,MNIST,Adam,1e-3,<none>,5e-3,5,[0-0-0-0-0-10-10-10-10-0],10,Simple average,All,Benign,300,-,0,10,1,<none>,0
Figure 1.1 - average - transfer,6,true,MNIST,Adam,1e-3,<none>,5e-3,5,[0-0-0-0-0-0-10-10-10-10],10,Simple average,All,Benign,300,-,0,10,1,<none>,0
Figure 1.1 - average - transfer,7,true,MNIST,Adam,1e-3,<none>,5e-3,5,[10-0-0-0-0-0-0-10-10-10],10,Simple average,All,Benign,300,-,0,10,1,<none>,0
Figure 1.1 - average - transfer,8,true,MNIST,Adam,1e-3,<none>,5e-3,5,[10-10-0-0-0-0-0-0-10-10],10,Simple average,All,Benign,300,-,0,10,1,<none>,0
Figure 1.1 - average - transfer,9,true,MNIST,Adam,1e-3,<none>,5e-3,5,[10-10-10-0-0-0-0-0-0-10],10,Simple average,All,Benign,300,-,0,10,1,<none>,0
Figure 1.1 - average - regular,0,false,MNIST,Adam,1e-3,<none>,5e-3,5,[10-10-10-10-0-0-0-0-0-0],10,Simple average,All,Benign,300,-,0,10,1,<none>,0
Figure 1.1 - average - regular,1,false,MNIST,Adam,1e-3,<none>,5e-3,5,[0-10-10-10-10-0-0-0-0-0],10,Simple average,All,Benign,300,-,0,10,1,<none>,0
Figure 1.1 - average - regular,2,false,MNIST,Adam,1e-3,<none>,5e-3,5,[0-0-10-10-10-10-0-0-0-0],10,Simple average,All,Benign,300,-,0,10,1,<none>,0
Figure 1.1 - average - regular,3,false,MNIST,Adam,1e-3,<none>,5e-3,5,[0-0-0-10-10-10-10-0-0-0],10,Simple average,All,Benign,300,-,0,10,1,<none>,0
Figure 1.1 - average - regular,4,false,MNIST,Adam,1e-3,<none>,5e-3,5,[0-0-0-0-10-10-10-10-0-0],10,Simple average,All,Benign,300,-,0,10,1,<none>,0
Figure 1.1 - average - regular,5,false,MNIST,Adam,1e-3,<none>,5e-3,5,[0-0-0-0-0-10-10-10-10-0],10,Simple average,All,Benign,300,-,0,10,1,<none>,0
Figure 1.1 - average - regular,6,false,MNIST,Adam,1e-3,<none>,5e-3,5,[0-0-0-0-0-0-10-10-10-10],10,Simple average,All,Benign,300,-,0,10,1,<none>,0
Figure 1.1 - average - regular,7,false,MNIST,Adam,1e-3,<none>,5e-3,5,[10-0-0-0-0-0-0-10-10-10],10,Simple average,All,Benign,300,-,0,10,1,<none>,0
Figure 1.1 - average - regular,8,false,MNIST,Adam,1e-3,<none>,5e-3,5,[10-10-0-0-0-0-0-0-10-10],10,Simple average,All,Benign,300,-,0,10,1,<none>,0
Figure 1.1 - average - regular,9,false,MNIST,Adam,1e-3,<none>,5e-3,5,[10-10-10-0-0-0-0-0-0-10],10,Simple average,All,Benign,300,-,0,10,1,<none>,0
