name,simulationIndex,dataset,optimizer,learning rate,momentum,l2,batchSize,iteratorDistribution,maxTestSamples,gar,communicationPattern,behavior,numEpochs,slowdown,joiningLate,iterationsBeforeEvaluation,iterationsBeforeSending,local model poisoning attack,#attackers
Figure 4.2 - average,0,MNIST,Adam,1e-3,<none>,5e-3,5,[50-50-50-50-50-50-50-50-50-50],10,Simple average,All,Noise,200,-,0,10,1,<none>,20
Figure 4.2 - average,1,MNIST,Adam,1e-3,<none>,5e-3,5,[50-50-50-50-50-50-50-50-50-50],10,Simple average,All,Noise,200,-,0,10,1,<none>,20
Figure 4.2 - average,2,MNIST,Adam,1e-3,<none>,5e-3,5,[50-50-50-50-50-50-50-50-50-50],10,Simple average,All,Noise,200,-,0,10,1,<none>,20
Figure 4.2 - average,3,MNIST,Adam,1e-3,<none>,5e-3,5,[50-50-50-50-50-50-50-50-50-50],10,Simple average,All,Noise,200,-,0,10,1,<none>,20
Figure 4.2 - average,4,MNIST,Adam,1e-3,<none>,5e-3,5,[50-50-50-50-50-50-50-50-50-50],10,Simple average,All,Noise,200,-,0,10,1,<none>,20
Figure 4.2 - average,5,MNIST,Adam,1e-3,<none>,5e-3,5,[50-50-50-50-50-50-50-50-50-50],10,Simple average,All,Noise,200,-,0,10,1,<none>,20
Figure 4.2 - average,6,MNIST,Adam,1e-3,<none>,5e-3,5,[50-50-50-50-50-50-50-50-50-50],10,Simple average,All,Noise,200,-,0,10,1,<none>,20
Figure 4.2 - average,7,MNIST,Adam,1e-3,<none>,5e-3,5,[50-50-50-50-50-50-50-50-50-50],10,Simple average,All,Noise,200,-,0,10,1,<none>,20
Figure 4.2 - average,8,MNIST,Adam,1e-3,<none>,5e-3,5,[50-50-50-50-50-50-50-50-50-50],10,Simple average,All,Noise,200,-,0,10,1,<none>,20
Figure 4.2 - median,0,MNIST,Adam,1e-3,<none>,5e-3,5,[50-50-50-50-50-50-50-50-50-50],10,Median,All,Noise,200,-,0,10,1,<none>,20
Figure 4.2 - median,1,MNIST,Adam,1e-3,<none>,5e-3,5,[50-50-50-50-50-50-50-50-50-50],10,Median,All,Noise,200,-,0,10,1,<none>,20
Figure 4.2 - median,2,MNIST,Adam,1e-3,<none>,5e-3,5,[50-50-50-50-50-50-50-50-50-50],10,Median,All,Noise,200,-,0,10,1,<none>,20
Figure 4.2 - median,3,MNIST,Adam,1e-3,<none>,5e-3,5,[50-50-50-50-50-50-50-50-50-50],10,Median,All,Noise,200,-,0,10,1,<none>,20
Figure 4.2 - median,4,MNIST,Adam,1e-3,<none>,5e-3,5,[50-50-50-50-50-50-50-50-50-50],10,Median,All,Noise,200,-,0,10,1,<none>,20
Figure 4.2 - median,5,MNIST,Adam,1e-3,<none>,5e-3,5,[50-50-50-50-50-50-50-50-50-50],10,Median,All,Noise,200,-,0,10,1,<none>,20
Figure 4.2 - median,6,MNIST,Adam,1e-3,<none>,5e-3,5,[50-50-50-50-50-50-50-50-50-50],10,Median,All,Noise,200,-,0,10,1,<none>,20
Figure 4.2 - median,7,MNIST,Adam,1e-3,<none>,5e-3,5,[50-50-50-50-50-50-50-50-50-50],10,Median,All,Noise,200,-,0,10,1,<none>,20
Figure 4.2 - median,8,MNIST,Adam,1e-3,<none>,5e-3,5,[50-50-50-50-50-50-50-50-50-50],10,Median,All,Noise,200,-,0,10,1,<none>,20
Figure 4.2 - krum,0,MNIST,Adam,1e-3,<none>,5e-3,5,[50-50-50-50-50-50-50-50-50-50],10,Krum (b=1),All,Noise,200,-,0,10,1,<none>,20
Figure 4.2 - krum,1,MNIST,Adam,1e-3,<none>,5e-3,5,[50-50-50-50-50-50-50-50-50-50],10,Krum (b=1),All,Noise,200,-,0,10,1,<none>,20
Figure 4.2 - krum,2,MNIST,Adam,1e-3,<none>,5e-3,5,[50-50-50-50-50-50-50-50-50-50],10,Krum (b=1),All,Noise,200,-,0,10,1,<none>,20
Figure 4.2 - krum,3,MNIST,Adam,1e-3,<none>,5e-3,5,[50-50-50-50-50-50-50-50-50-50],10,Krum (b=1),All,Noise,200,-,0,10,1,<none>,20
Figure 4.2 - krum,4,MNIST,Adam,1e-3,<none>,5e-3,5,[50-50-50-50-50-50-50-50-50-50],10,Krum (b=1),All,Noise,200,-,0,10,1,<none>,20
Figure 4.2 - krum,5,MNIST,Adam,1e-3,<none>,5e-3,5,[50-50-50-50-50-50-50-50-50-50],10,Krum (b=1),All,Noise,200,-,0,10,1,<none>,20
Figure 4.2 - krum,6,MNIST,Adam,1e-3,<none>,5e-3,5,[50-50-50-50-50-50-50-50-50-50],10,Krum (b=1),All,Noise,200,-,0,10,1,<none>,20
Figure 4.2 - krum,7,MNIST,Adam,1e-3,<none>,5e-3,5,[50-50-50-50-50-50-50-50-50-50],10,Krum (b=1),All,Noise,200,-,0,10,1,<none>,20
Figure 4.2 - krum,8,MNIST,Adam,1e-3,<none>,5e-3,5,[50-50-50-50-50-50-50-50-50-50],10,Krum (b=1),All,Noise,200,-,0,10,1,<none>,20
Figure 4.2 - bridge,0,MNIST,Adam,1e-3,<none>,5e-3,5,[50-50-50-50-50-50-50-50-50-50],10,Bridge (b=1),All,Noise,200,-,0,10,1,<none>,20
Figure 4.2 - bridge,1,MNIST,Adam,1e-3,<none>,5e-3,5,[50-50-50-50-50-50-50-50-50-50],10,Bridge (b=1),All,Noise,200,-,0,10,1,<none>,20
Figure 4.2 - bridge,2,MNIST,Adam,1e-3,<none>,5e-3,5,[50-50-50-50-50-50-50-50-50-50],10,Bridge (b=1),All,Noise,200,-,0,10,1,<none>,20
Figure 4.2 - bridge,3,MNIST,Adam,1e-3,<none>,5e-3,5,[50-50-50-50-50-50-50-50-50-50],10,Bridge (b=1),All,Noise,200,-,0,10,1,<none>,20
Figure 4.2 - bridge,4,MNIST,Adam,1e-3,<none>,5e-3,5,[50-50-50-50-50-50-50-50-50-50],10,Bridge (b=1),All,Noise,200,-,0,10,1,<none>,20
Figure 4.2 - bridge,5,MNIST,Adam,1e-3,<none>,5e-3,5,[50-50-50-50-50-50-50-50-50-50],10,Bridge (b=1),All,Noise,200,-,0,10,1,<none>,20
Figure 4.2 - bridge,6,MNIST,Adam,1e-3,<none>,5e-3,5,[50-50-50-50-50-50-50-50-50-50],10,Bridge (b=1),All,Noise,200,-,0,10,1,<none>,20
Figure 4.2 - bridge,7,MNIST,Adam,1e-3,<none>,5e-3,5,[50-50-50-50-50-50-50-50-50-50],10,Bridge (b=1),All,Noise,200,-,0,10,1,<none>,20
Figure 4.2 - bridge,8,MNIST,Adam,1e-3,<none>,5e-3,5,[50-50-50-50-50-50-50-50-50-50],10,Bridge (b=1),All,Noise,200,-,0,10,1,<none>,20
Figure 4.2 - mozi,0,MNIST,Adam,1e-3,<none>,5e-3,5,[50-50-50-50-50-50-50-50-50-50],10,Mozi (frac=0.5),All,Noise,200,-,0,10,1,<none>,20
Figure 4.2 - mozi,1,MNIST,Adam,1e-3,<none>,5e-3,5,[50-50-50-50-50-50-50-50-50-50],10,Mozi (frac=0.5),All,Noise,200,-,0,10,1,<none>,20
Figure 4.2 - mozi,2,MNIST,Adam,1e-3,<none>,5e-3,5,[50-50-50-50-50-50-50-50-50-50],10,Mozi (frac=0.5),All,Noise,200,-,0,10,1,<none>,20
