name,simulationIndex,transfer,dataset,optimizer,learning rate,momentum,l2,batchSize,iteratorDistribution,maxTestSamples,gar,communicationPattern,behavior,numEpochs,slowdown,joiningLate,iterationsBeforeEvaluation,iterationsBeforeSending,local model poisoning attack,#attackers
Figure 5.4 - bristle - transfer,0,true,MNIST,Adam,1e-3,<none>,5e-3,5,[2-2-2-2-0-0-0-0-0-0],10,Bristle,All,Benign,300,-,0,10,1,<none>,24
Figure 5.4 - bristle - transfer,1,true,MNIST,Adam,1e-3,<none>,5e-3,5,[0-2-2-2-2-0-0-0-0-0],10,Bristle,All,Benign,300,-,0,10,1,<none>,24
Figure 5.4 - bristle - transfer,2,true,MNIST,Adam,1e-3,<none>,5e-3,5,[0-0-2-2-2-2-0-0-0-0],10,Bristle,All,Benign,300,-,0,10,1,<none>,24
Figure 5.4 - bristle - transfer,3,true,MNIST,Adam,1e-3,<none>,5e-3,5,[0-0-0-2-2-2-2-0-0-0],10,Bristle,All,Benign,300,-,0,10,1,<none>,24
Figure 5.4 - bristle - transfer,4,true,MNIST,Adam,1e-3,<none>,5e-3,5,[0-0-0-0-2-2-2-2-0-0],10,Bristle,All,Benign,300,-,0,10,1,<none>,24
Figure 5.4 - bristle - transfer,5,true,MNIST,Adam,1e-3,<none>,5e-3,5,[0-0-0-0-0-2-2-2-2-0],10,Bristle,All,Benign,300,-,0,10,1,<none>,24
Figure 5.4 - bristle - transfer,6,true,MNIST,Adam,1e-3,<none>,5e-3,5,[0-0-0-0-0-0-2-2-2-2],10,Bristle,All,Benign,300,-,0,10,1,<none>,24
Figure 5.4 - bristle - transfer,7,true,MNIST,Adam,1e-3,<none>,5e-3,5,[2-0-0-0-0-0-0-2-2-2],10,Bristle,All,Benign,300,-,0,10,1,<none>,24
Figure 5.4 - bristle - transfer,8,true,MNIST,Adam,1e-3,<none>,5e-3,5,[2-2-0-0-0-0-0-0-2-2],10,Bristle,All,Benign,300,-,0,10,1,<none>,24
Figure 5.4 - bristle - transfer,9,true,MNIST,Adam,1e-3,<none>,5e-3,5,[2-2-2-0-0-0-0-0-0-2],10,Bristle,All,Benign,300,-,0,10,1,<none>,24
Figure 5.4 - bristle - transfer,10,true,MNIST,Adam,1e-3,<none>,5e-3,5,[2-2-2-2-2-2-2-2-2-2],10,Bristle,All,Label flip all,300,-,0,10,1,<none>,24
Figure 5.4 - bristle - transfer,11,true,MNIST,Adam,1e-3,<none>,5e-3,5,[2-2-2-2-2-2-2-2-2-2],10,Bristle,All,Label flip all,300,-,0,10,1,<none>,24
Figure 5.4 - bristle - transfer,12,true,MNIST,Adam,1e-3,<none>,5e-3,5,[2-2-2-2-2-2-2-2-2-2],10,Bristle,All,Label flip all,300,-,0,10,1,<none>,24
Figure 5.4 - bristle - transfer,13,true,MNIST,Adam,1e-3,<none>,5e-3,5,[2-2-2-2-2-2-2-2-2-2],10,Bristle,All,Label flip all,300,-,0,10,1,<none>,24
Figure 5.4 - bristle - transfer,14,true,MNIST,Adam,1e-3,<none>,5e-3,5,[2-2-2-2-2-2-2-2-2-2],10,Bristle,All,Label flip all,300,-,0,10,1,<none>,24
