name,simulationIndex,transfer,dataset,optimizer,learning rate,momentum,l2,batchSize,iteratorDistribution,maxTestSamples,gar,communicationPattern,behavior,numEpochs,slowdown,joiningLate,iterationsBeforeEvaluation,iterationsBeforeSending,local model poisoning attack,#attackers
Figure 0.3 - average - transfer,0,true,MNIST,Adam,1e-3,<none>,5e-3,5,[10-10-10-10-10-10-10-10-10-10],10,Simple average,All,Benign,200,-,150,10,1,<none>,0
Figure 0.3 - average - transfer,1,true,MNIST,Adam,1e-3,<none>,5e-3,5,[10-10-10-10-10-10-10-10-10-10],10,Simple average,All,Benign,200,-,0,10,1,<none>,0
Figure 0.3 - average - transfer,2,true,MNIST,Adam,1e-3,<none>,5e-3,5,[10-10-10-10-10-10-10-10-10-10],10,Simple average,All,Benign,200,-,0,10,1,<none>,0
Figure 0.3 - average - transfer,3,true,MNIST,Adam,1e-3,<none>,5e-3,5,[10-10-10-10-10-10-10-10-10-10],10,Simple average,All,Benign,200,-,0,10,1,<none>,0
Figure 0.3 - average - transfer,4,true,MNIST,Adam,1e-3,<none>,5e-3,5,[10-10-10-10-10-10-10-10-10-10],10,Simple average,All,Benign,200,-,0,10,1,<none>,0
Figure 0.3 - median - transfer,0,true,MNIST,Adam,1e-3,<none>,5e-3,5,[10-10-10-10-10-10-10-10-10-10],10,Median,All,Benign,200,-,150,10,1,<none>,0
Figure 0.3 - median - transfer,1,true,MNIST,Adam,1e-3,<none>,5e-3,5,[10-10-10-10-10-10-10-10-10-10],10,Median,All,Benign,200,-,0,10,1,<none>,0
Figure 0.3 - median - transfer,2,true,MNIST,Adam,1e-3,<none>,5e-3,5,[10-10-10-10-10-10-10-10-10-10],10,Median,All,Benign,200,-,0,10,1,<none>,0
Figure 0.3 - median - transfer,3,true,MNIST,Adam,1e-3,<none>,5e-3,5,[10-10-10-10-10-10-10-10-10-10],10,Median,All,Benign,200,-,0,10,1,<none>,0
Figure 0.3 - median - transfer,4,true,MNIST,Adam,1e-3,<none>,5e-3,5,[10-10-10-10-10-10-10-10-10-10],10,Median,All,Benign,200,-,0,10,1,<none>,0
Figure 0.3 - krum - transfer,0,true,MNIST,Adam,1e-3,<none>,5e-3,5,[10-10-10-10-10-10-10-10-10-10],10,Krum (b=1),All,Benign,200,-,150,10,1,<none>,0
Figure 0.3 - krum - transfer,1,true,MNIST,Adam,1e-3,<none>,5e-3,5,[10-10-10-10-10-10-10-10-10-10],10,Krum (b=1),All,Benign,200,-,0,10,1,<none>,0
Figure 0.3 - krum - transfer,2,true,MNIST,Adam,1e-3,<none>,5e-3,5,[10-10-10-10-10-10-10-10-10-10],10,Krum (b=1),All,Benign,200,-,0,10,1,<none>,0
Figure 0.3 - krum - transfer,3,true,MNIST,Adam,1e-3,<none>,5e-3,5,[10-10-10-10-10-10-10-10-10-10],10,Krum (b=1),All,Benign,200,-,0,10,1,<none>,0
Figure 0.3 - krum - transfer,4,true,MNIST,Adam,1e-3,<none>,5e-3,5,[10-10-10-10-10-10-10-10-10-10],10,Krum (b=1),All,Benign,200,-,0,10,1,<none>,0
Figure 0.3 - bridge - transfer,0,true,MNIST,Adam,1e-3,<none>,5e-3,5,[10-10-10-10-10-10-10-10-10-10],10,Bridge (b=1),All,Benign,200,-,150,10,1,<none>,0
Figure 0.3 - bridge - transfer,1,true,MNIST,Adam,1e-3,<none>,5e-3,5,[10-10-10-10-10-10-10-10-10-10],10,Bridge (b=1),All,Benign,200,-,0,10,1,<none>,0
Figure 0.3 - bridge - transfer,2,true,MNIST,Adam,1e-3,<none>,5e-3,5,[10-10-10-10-10-10-10-10-10-10],10,Bridge (b=1),All,Benign,200,-,0,10,1,<none>,0
Figure 0.3 - bridge - transfer,3,true,MNIST,Adam,1e-3,<none>,5e-3,5,[10-10-10-10-10-10-10-10-10-10],10,Bridge (b=1),All,Benign,200,-,0,10,1,<none>,0
Figure 0.3 - bridge - transfer,4,true,MNIST,Adam,1e-3,<none>,5e-3,5,[10-10-10-10-10-10-10-10-10-10],10,Bridge (b=1),All,Benign,200,-,0,10,1,<none>,0
Figure 0.3 - mozi - transfer,0,true,MNIST,Adam,1e-3,<none>,5e-3,5,[10-10-10-10-10-10-10-10-10-10],10,Mozi (frac=0.5),All,Benign,200,-,150,10,1,<none>,0
Figure 0.3 - mozi - transfer,1,true,MNIST,Adam,1e-3,<none>,5e-3,5,[10-10-10-10-10-10-10-10-10-10],10,Mozi (frac=0.5),All,Benign,200,-,0,10,1,<none>,0
