name,simulationIndex,dataset,optimizer,learning rate,momentum,l2,batchSize,iteratorDistribution,maxTestSamples,gar,communicationPattern,behavior,numEpochs,slowdown,joiningLate,iterationsBeforeEvaluation,iterationsBeforeSending,local model poisoning attack,#attackers
Figure 1.3 - average,0,HAR,Adam,1e-3,<none>,5e-3,32,[50-50-50-50-50-50],10,Simple average,All,Benign,150,-,0,10,1,<none>,0
Figure 1.3 - average,1,HAR,Adam,1e-3,<none>,5e-3,32,[50-50-50-50-50-50],10,Simple average,All,Benign,150,-,0,10,1,<none>,0
Figure 1.3 - average,2,HAR,Adam,1e-3,<none>,5e-3,32,[50-50-50-50-50-50],10,Simple average,All,Benign,150,-,0,10,1,<none>,0
Figure 1.3 - average,3,HAR,Adam,1e-3,<none>,5e-3,32,[50-50-50-50-50-50],10,Simple average,All,Benign,150,-,0,10,1,<none>,0
Figure 1.3 - average,4,HAR,Adam,1e-3,<none>,5e-3,32,[50-50-50-50-50-50],10,Simple average,All,Benign,150,-,0,10,1,<none>,0
Figure 1.3 - average,5,HAR,Adam,1e-3,<none>,5e-3,32,[50-50-50-50-50-50],10,Simple average,All,Benign,150,-,0,10,1,<none>,0
Figure 1.3 - average,6,HAR,Adam,1e-3,<none>,5e-3,32,[50-50-50-50-50-50],10,Simple average,All,Benign,150,-,0,10,1,<none>,0
Figure 1.3 - average,7,HAR,Adam,1e-3,<none>,5e-3,32,[50-50-50-50-50-50],10,Simple average,All,Benign,150,-,0,10,1,<none>,0
Figure 1.3 - average,8,HAR,Adam,1e-3,<none>,5e-3,32,[50-50-50-50-50-50],10,Simple average,All,Benign,150,-,0,10,1,<none>,0
Figure 1.3 - median,0,HAR,Adam,1e-3,<none>,5e-3,32,[50-50-50-50-50-50],10,Median,All,Benign,150,-,0,10,1,<none>,0
Figure 1.3 - median,1,HAR,Adam,1e-3,<none>,5e-3,32,[50-50-50-50-50-50],10,Median,All,Benign,150,-,0,10,1,<none>,0
Figure 1.3 - median,2,HAR,Adam,1e-3,<none>,5e-3,32,[50-50-50-50-50-50],10,Median,All,Benign,150,-,0,10,1,<none>,0
Figure 1.3 - median,3,HAR,Adam,1e-3,<none>,5e-3,32,[50-50-50-50-50-50],10,Median,All,Benign,150,-,0,10,1,<none>,0
Figure 1.3 - median,4,HAR,Adam,1e-3,<none>,5e-3,32,[50-50-50-50-50-50],10,Median,All,Benign,150,-,0,10,1,<none>,0
Figure 1.3 - median,5,HAR,Adam,1e-3,<none>,5e-3,32,[50-50-50-50-50-50],10,Median,All,Benign,150,-,0,10,1,<none>,0
Figure 1.3 - median,6,HAR,Adam,1e-3,<none>,5e-3,32,[50-50-50-50-50-50],10,Median,All,Benign,150,-,0,10,1,<none>,0
Figure 1.3 - median,7,HAR,Adam,1e-3,<none>,5e-3,32,[50-50-50-50-50-50],10,Median,All,Benign,150,-,0,10,1,<none>,0
Figure 1.3 - median,8,HAR,Adam,1e-3,<none>,5e-3,32,[50-50-50-50-50-50],10,Median,All,Benign,150,-,0,10,1,<none>,0
Figure 1.3 - krum,0,HAR,Adam,1e-3,<none>,5e-3,32,[50-50-50-50-50-50],10,Krum (b=1),All,Benign,150,-,0,10,1,<none>,0
Figure 1.3 - krum,1,HAR,Adam,1e-3,<none>,5e-3,32,[50-50-50-50-50-50],10,Krum (b=1),All,Benign,150,-,0,10,1,<none>,0
Figure 1.3 - krum,2,HAR,Adam,1e-3,<none>,5e-3,32,[50-50-50-50-50-50],10,Krum (b=1),All,Benign,150,-,0,10,1,<none>,0
Figure 1.3 - krum,3,HAR,Adam,1e-3,<none>,5e-3,32,[50-50-50-50-50-50],10,Krum (b=1),All,Benign,150,-,0,10,1,<none>,0
Figure 1.3 - krum,4,HAR,Adam,1e-3,<none>,5e-3,32,[50-50-50-50-50-50],10,Krum (b=1),All,Benign,150,-,0,10,1,<none>,0
Figure 1.3 - krum,5,HAR,Adam,1e-3,<none>,5e-3,32,[50-50-50-50-50-50],10,Krum (b=1),All,Benign,150,-,0,10,1,<none>,0
Figure 1.3 - krum,6,HAR,Adam,1e-3,<none>,5e-3,32,[50-50-50-50-50-50],10,Krum (b=1),All,Benign,150,-,0,10,1,<none>,0
Figure 1.3 - krum,7,HAR,Adam,1e-3,<none>,5e-3,32,[50-50-50-50-50-50],10,Krum (b=1),All,Benign,150,-,0,10,1,<none>,0
Figure 1.3 - krum,8,HAR,Adam,1e-3,<none>,5e-3,32,[50-50-50-50-50-50],10,Krum (b=1),All,Benign,150,-,0,10,1,<none>,0
Figure 1.3 - bridge,0,HAR,Adam,1e-3,<none>,5e-3,32,[50-50-50-50-50-50],10,Bridge (b=1),All,Benign,150,-,0,10,1,<none>,0
Figure 1.3 - bridge,1,HAR,Adam,1e-3,<none>,5e-3,32,[50-50-50-50-50-50],10,Bridge (b=1),All,Benign,150,-,0,10,1,<none>,0
Figure 1.3 - bridge,2,HAR,Adam,1e-3,<none>,5e-3,32,[50-50-50-50-50-50],10,Bridge (b=1),All,Benign,150,-,0,10,1,<none>,0
Figure 1.3 - bridge,3,HAR,Adam,1e-3,<none>,5e-3,32,[50-50-50-50-50-50],10,Bridge (b=1),All,Benign,150,-,0,10,1,<none>,0
Figure 1.3 - bridge,4,HAR,Adam,1e-3,<none>,5e-3,32,[50-50-50-50-50-50],10,Bridge (b=1),All,Benign,150,-,0,10,1,<none>,0
